BusinessName,DBAName,LegalOwner,NameLast,NameFirst,LICENSENO,ISSDTTM,EXPDTTM,LICSTATUS,LICENSECAT,DESCRIPT,RESULT,RESULTDTTM,Violation,ViolLevel,ViolDesc,VIOLDTTM,ViolStatus,StatusDate,Comments,Address,City,State,Zip,Property_ID,Location
CHICKEN LOU'S,,,DAVID FERRETTI,,19797,02/01/2012 11:05:08 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,07/11/2011 10:03:54 AM,36-6-501.11-.12,*,Improper Maintenance of Floors,07/11/2011 10:03:54 AM,Fail,,rear storage/clean floor area under all pallets and at reach in area clean floor area in kitchen,50   Forsyth ST,Boston,MA,02115,155870,"(42.33924, -71.090258)"
CHICKEN LOU'S,,,DAVID FERRETTI,,19797,02/01/2012 11:05:08 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,11/17/2009 10:21:57 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,11/17/2009 10:21:57 AM,Fail,,Properly clean and resurface all counters at front service area.,50   Forsyth ST,Boston,MA,02115,155870,"(42.33924, -71.090258)"
CHICKEN LOU'S,,,DAVID FERRETTI,,19797,02/01/2012 11:05:08 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,01/13/2012 10:37:52 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,01/13/2012 10:37:52 AM,Fail,,clean all soil and food debris from cooking equipment,50   Forsyth ST,Boston,MA,02115,155870,"(42.33924, -71.090258)"
CHICKEN LOU'S,,,DAVID FERRETTI,,19797,02/01/2012 11:05:08 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,07/18/2008 01:07:06 PM,21-3-304.14,*,Wiping Cloths  Clean  Sanitize,07/18/2008 03:48:25 PM,Pass,2008-07-18 15:48:25,Properly store all wiping cloths in a sanitizing solution in food Prep . area's.,50   Forsyth ST,Boston,MA,02115,155870,"(42.33924, -71.090258)"
CHICKEN LOU'S,,,DAVID FERRETTI,,19797,02/01/2012 11:05:08 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,06/14/2010 10:04:41 AM,17-4-204.112/.115,*,Equipment Thermometers,06/14/2010 10:04:41 AM,Fail,,2 door reach in/provide internal thermometer,50   Forsyth ST,Boston,MA,02115,155870,"(42.33924, -71.090258)"
CHICKEN LOU'S,,,DAVID FERRETTI,,19797,02/01/2012 11:05:08 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Pass,01/23/2013 10:12:17 AM,03-3-403.11,***,Reheating,01/23/2013 10:12:17 AM,Pass,2013-01-24 08:18:45,reheat aqll items for stream table before placing in hot hold,50   Forsyth ST,Boston,MA,02115,155870,"(42.33924, -71.090258)"
CHICKEN LOU'S,,,DAVID FERRETTI,,19797,02/01/2012 11:05:08 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,02/08/2008 12:16:38 PM,35-6-501.111/.115,**,Insects  Rodents  Animals,02/09/2008 10:31:13 AM,Fail,,Properly clean all evidence of mice droppings on shelving under pizza OVEN.,50   Forsyth ST,Boston,MA,02115,155870,"(42.33924, -71.090258)"
CHICKEN LOU'S,,,DAVID FERRETTI,,19797,02/01/2012 11:05:08 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,06/14/2010 10:04:41 AM,14-4-202.11,*,Food Contact Surfaces Design,06/14/2010 10:04:41 AM,Fail,,resurface/replace worn white cutting boards,50   Forsyth ST,Boston,MA,02115,155870,"(42.33924, -71.090258)"
CHICKEN LOU'S,,,DAVID FERRETTI,,19797,02/01/2012 11:05:08 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,03/05/2010 11:18:25 AM,22-4-601/602.11,**,Food Contact Surfaces Clean,03/05/2010 11:18:25 AM,Fail,,properly clean/sanitize all knives,50   Forsyth ST,Boston,MA,02115,155870,"(42.33924, -71.090258)"
CHICKEN LOU'S,,,DAVID FERRETTI,,19797,02/01/2012 11:05:08 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,01/13/2012 10:37:52 AM,42-6-501.113/.114,*,Premises Maintained,01/13/2012 10:37:52 AM,Fail,,remove all unecessary bins  boxes and other items,50   Forsyth ST,Boston,MA,02115,155870,"(42.33924, -71.090258)"
CHICKEN LOU'S,,,DAVID FERRETTI,,19797,02/01/2012 11:05:08 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,07/11/2008 11:29:08 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,07/11/2008 03:38:54 PM,Fail,,Properly clean interior of 2 Door milk cooler in front service area.,50   Forsyth ST,Boston,MA,02115,155870,"(42.33924, -71.090258)"
CHICKEN LOU'S,,,DAVID FERRETTI,,19797,02/01/2012 11:05:08 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,05/06/2011 10:06:36 AM,22-4-601/602.11,**,Food Contact Surfaces Clean,05/06/2011 10:06:36 AM,Fail,,properly sanitize all knives,50   Forsyth ST,Boston,MA,02115,155870,"(42.33924, -71.090258)"
CHICKEN LOU'S,,,DAVID FERRETTI,,19797,02/01/2012 11:05:08 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,12/08/2010 10:00:45 AM,03-3-501.16(A),***,Cold Holding,12/08/2010 10:00:45 AM,Fail,,tuna 46 degrees/provide proper temperature of 41 degrees or below,50   Forsyth ST,Boston,MA,02115,155870,"(42.33924, -71.090258)"
CHICKEN LOU'S,,,DAVID FERRETTI,,19797,02/01/2012 11:05:08 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,12/08/2010 10:00:45 AM,23-4-602.13,*,Non-Food Contact Surfaces Clean,12/08/2010 10:00:45 AM,Fail,,clean exterior of waste receptacles,50   Forsyth ST,Boston,MA,02115,155870,"(42.33924, -71.090258)"
CHICKEN LOU'S,,,DAVID FERRETTI,,19797,02/01/2012 11:05:08 AM,12/31/2016 11:59:00 PM,Active,FT,Eating & Drinking w/ Take Out,HE_Fail,02/18/2009 10:57:14 AM,14-4-202.11,*,Food Contact Surfaces Design,02/19/2009 08:30:31 AM,Fail,,Properly clean and resurface all stained and scarred cutting boards in kitchen area.,50   Forsyth ST,Boston,MA,02115,155870,"(42.33924, -71.090258)"
